No.,channel,selfkoc_account,selfkoc_post_url,Likes,Comments,Views,selfkoc_post_date,selfkoc_video_id,,,,,,,,,,
168,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/L9_HDlBQMOM,2,0,1394,2025/4/3,L9_HDlBQMOM,,,,,,,,,,
169,youtube,@myintgotsu,https://www.youtube.com//shorts/6iMaOuUms_A,8,0,1393,2025/4/13,6iMaOuUms_A,,,,,,,,,,
170,youtube,@myintgotsu,https://www.youtube.com//shorts/2Qajv90qqRw,10,0,1374,2025/3/20,2Qajv90qqRw,,,,,,,,,,
171,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/AhY-46rexxI,10,0,1360,2025/2/21,AhY-46rexxI,,,,,,,,,,
172,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/X5QzC6O6r3w,10,0,1344,2025/2/19,X5QzC6O6r3w,,,,,,,,,,
173,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/nJSghJplKmI,8,0,1338,2025/4/7,nJSghJplKmI,,,,,,,,,,
174,youtube,@delimiroorozc,https://www.youtube.com//shorts/WEaJ2kYpxPM,5,0,1330,2025/2/6,WEaJ2kYpxPM,,,,,,,,,,
175,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/dzmXGxPhsPg,5,0,1306,2025/4/10,dzmXGxPhsPg,,,,,,,,,,
176,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/fjR8H7VQK_8,5,0,1271,2025/4/13,fjR8H7VQK_8,,,,,,,,,,
177,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/xP4cQVQw6bQ,1,0,1260,2025/4/9,xP4cQVQw6bQ,,,,,,,,,,
178,youtube,@myintgotsu,https://www.youtube.com//shorts/Ww9wj_bdpD4,16,0,1258,2025/4/7,Ww9wj_bdpD4,,,,,,,,,,
179,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/f8Q7nx4qQqg,22,0,1246,2025/3/11,f8Q7nx4qQqg,,,,,,,,,,
180,youtube,@myintgotsu,https://www.youtube.com//shorts/oy3zeNuPUr8,10,1,1174,2025/3/8,oy3zeNuPUr8,,,,,,,,,,
181,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/rDBDF4FjiL4,9,0,1173,2025/2/19,rDBDF4FjiL4,,,,,,,,,,
182,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/rBY0eqpzAfo,17,0,1172,2025/2/12,rBY0eqpzAfo,,,,,,,,,,
183,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/H59ih5ut_vg,5,0,1129,2025/4/13,H59ih5ut_vg,,,,,,,,,,
184,youtube,@myintgotsu,https://www.youtube.com//shorts/aRaunCX3VnQ,5,0,1114,2025/2/13,aRaunCX3VnQ,,,,,,,,,,
185,youtube,@delimiroorozc,https://www.youtube.com//shorts/doTKQIv_Ru0,13,0,1099,2025/2/21,doTKQIv_Ru0,,,,,,,,,,
186,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/4FC3iDYzzFI,15,0,1089,2025/3/4,4FC3iDYzzFI,,,,,,,,,,
187,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/i2iiweHF6uo,5,0,1075,2025/4/3,i2iiweHF6uo,,,,,,,,,,
188,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/ohYNT40HDB8,7,0,1064,2025/4/2,ohYNT40HDB8,,,,,,,,,,
189,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/OKvHF4IKPrE,11,0,1061,2025/3/19,OKvHF4IKPrE,,,,,,,,,,
190,youtube,@delimiroorozc,https://www.youtube.com//shorts/GSMc5ILRduM,12,0,1058,2025/2/12,GSMc5ILRduM,,,,,,,,,,
191,youtube,@delimiroorozc,https://www.youtube.com//shorts/rMUrguEPL6U,10,0,1056,2025/3/4,rMUrguEPL6U,,,,,,,,,,
192,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/RYtrztJjapk,16,0,1018,2025/3/10,RYtrztJjapk,,,,,,,,,,
193,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/i9fBQpPUpAc,4,1,1014,2025/4/13,i9fBQpPUpAc,,,,,,,,,,
194,youtube,@delimiroorozc,https://www.youtube.com//shorts/tu8W-CJidsg,14,0,992,2025/3/4,tu8W-CJidsg,,,,,,,,,,
195,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/OgHEzp8HAYs,7,0,964,2025/2/16,OgHEzp8HAYs,,,,,,,,,,
196,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/ZMb0GHTSb8o,3,0,961,2025/3/17,ZMb0GHTSb8o,,,,,,,,,,
197,youtube,@delimiroorozc,https://www.youtube.com//shorts/fCzaVzBDkwA,5,0,960,2025/4/13,fCzaVzBDkwA,,,,,,,,,,
198,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/W5t8XW3A_04,4,0,957,2025/3/7,W5t8XW3A_04,,,,,,,,,,
199,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/C4uFROfe9bU,12,0,927,2025/1/25,C4uFROfe9bU,,,,,,,,,,
200,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/NHA_h9V8sKg,11,0,923,2025/2/26,NHA_h9V8sKg,,,,,,,,,,
201,youtube,@delimiroorozc,https://www.youtube.com//shorts/tnECchq1XLA,9,2,906,2025/2/26,tnECchq1XLA,,,,,,,,,,
202,youtube,@myintgotsu,https://www.youtube.com//shorts/yBvRb-R25T8,9,0,887,2025/2/27,yBvRb-R25T8,,,,,,,,,,
203,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/6CTvIoNJyDw,13,0,881,2025/2/23,6CTvIoNJyDw,,,,,,,,,,
204,youtube,@myintgotsu,https://www.youtube.com//shorts/dMqaccz1H54,10,0,868,2025/2/2,dMqaccz1H54,,,,,,,,,,
205,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/eNPf1uMocaQ,11,0,864,2025/2/3,eNPf1uMocaQ,,,,,,,,,,
206,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/dwW6SMSfJiI,3,0,861,2025/2/21,dwW6SMSfJiI,,,,,,,,,,
207,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/lmW4P8ZW-WI,12,0,856,2025/2/17,lmW4P8ZW-WI,,,,,,,,,,
208,youtube,@delimiroorozc,https://www.youtube.com//shorts/w0hzssF_ZnQ,10,0,855,2025/2/3,w0hzssF_ZnQ,,,,,,,,,,
209,youtube,@myintgotsu,https://www.youtube.com//shorts/UBdCylVorks,8,0,836,2025/3/17,UBdCylVorks,,,,,,,,,,
210,youtube,@myintgotsu,https://www.youtube.com//shorts/TTobZWVFy2k,18,0,828,2025/1/30,TTobZWVFy2k,,,,,,,,,,
211,youtube,@delimiroorozc,https://www.youtube.com//shorts/kdWzveNVc4E,10,0,815,2025/2/28,kdWzveNVc4E,,,,,,,,,,
212,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/TMfMYars7M4,4,0,803,2025/2/22,TMfMYars7M4,,,,,,,,,,
213,youtube,@delimiroorozc,https://www.youtube.com//shorts/KALPGJaG8X0,11,0,799,2025/2/25,KALPGJaG8X0,,,,,,,,,,
214,youtube,@myintgotsu,https://www.youtube.com//shorts/5avIdZLQchw,9,0,784,2025/3/14,5avIdZLQchw,,,,,,,,,,
215,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/oXOW_130OMg,14,0,759,2025/3/21,oXOW_130OMg,,,,,,,,,,
216,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/M0s3a_SAptA,9,1,759,2025/2/10,M0s3a_SAptA,,,,,,,,,,
217,youtube,@myintgotsu,https://www.youtube.com//shorts/EO0jbtZ-Mb4,4,1,758,2025/2/5,EO0jbtZ-Mb4,,,,,,,,,,
218,youtube,@delimiroorozc,https://www.youtube.com//shorts/kB6SBLDvU-s,7,0,756,2025/2/11,kB6SBLDvU-s,,,,,,,,,,
219,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/WzuiwBhs3DY,9,0,752,2025/3/10,WzuiwBhs3DY,,,,,,,,,,
220,youtube,@delimiroorozc,https://www.youtube.com//shorts/_8q0b3fLdRY,6,3,749,2025/3/27,_8q0b3fLdRY,,,,,,,,,,
221,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/hVZNQPei7g8,5,0,746,2025/3/13,hVZNQPei7g8,,,,,,,,,,
222,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/mainaBuRBiQ,5,0,737,2025/2/12,mainaBuRBiQ,,,,,,,,,,
223,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/w-hZgtJKzEg,5,0,731,2025/3/27,w-hZgtJKzEg,,,,,,,,,,
224,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/MnnjmGpcd2s,4,0,730,2025/3/30,MnnjmGpcd2s,,,,,,,,,,
225,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/W2rOFt2NeLk,5,0,725,2025/3/20,W2rOFt2NeLk,,,,,,,,,,
226,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/VXMYDjO7rF0,9,0,721,2025/3/15,VXMYDjO7rF0,,,,,,,,,,
227,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/CKzm9L1aTBE,6,0,708,2025/2/19,CKzm9L1aTBE,,,,,,,,,,
228,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/RJ0I0wmFhhA,22,0,707,2025/2/3,RJ0I0wmFhhA,,,,,,,,,,
229,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/obs7O1VPqpk,12,0,706,2025/3/27,obs7O1VPqpk,,,,,,,,,,
230,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/X2d2q_x3v9s,9,0,703,2025/2/21,X2d2q_x3v9s,,,,,,,,,,
231,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/I3AhA6luSIo,14,0,691,2025/3/19,I3AhA6luSIo,,,,,,,,,,
232,youtube,@delimiroorozc,https://www.youtube.com//shorts/ypy7BYD-_Ac,6,0,686,2025/4/7,ypy7BYD-_Ac,,,,,,,,,,
233,youtube,@delimiroorozc,https://www.youtube.com//shorts/rkclKp09JFs,9,0,677,2025/3/22,rkclKp09JFs,,,,,,,,,,
234,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/burEXu4qLuI,3,0,675,2025/3/12,burEXu4qLuI,,,,,,,,,,
235,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/5MylRMiajec,11,0,651,2025/3/25,5MylRMiajec,,,,,,,,,,
236,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/mkxrl0hQ4Us,9,0,651,2025/2/17,mkxrl0hQ4Us,,,,,,,,,,
237,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/dYgXwUlMeHw,6,0,651,2025/2/2,dYgXwUlMeHw,,,,,,,,,,
238,youtube,@delimiroorozc,https://www.youtube.com//shorts/XeCK_Ojs6gM,6,0,647,2025/1/23,XeCK_Ojs6gM,,,,,,,,,,
239,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/IsRXixYu1gc,14,0,644,2025/3/14,IsRXixYu1gc,,,,,,,,,,
240,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/IscLB3KoOVE,16,0,641,2025/3/17,IscLB3KoOVE,,,,,,,,,,
241,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/BCLtsEM0mjM,8,0,638,2025/3/5,BCLtsEM0mjM,,,,,,,,,,
242,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/v19J1SWB5Vo,8,0,635,2025/3/28,v19J1SWB5Vo,,,,,,,,,,
243,youtube,@delimiroorozc,https://www.youtube.com//shorts/AdYvPYesfgo,11,0,635,2025/3/6,AdYvPYesfgo,,,,,,,,,,
244,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/0-SCRGHVcwc,4,0,635,2025/2/26,0-SCRGHVcwc,,,,,,,,,,
245,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/BSN20HBtBAo,2,0,634,2025/3/4,BSN20HBtBAo,,,,,,,,,,
246,youtube,@myintgotsu,https://www.youtube.com//shorts/UVddsYtnlHo,12,0,633,2025/3/10,UVddsYtnlHo,,,,,,,,,,
247,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/ilSVqZITKpQ,8,0,630,2025/2/5,ilSVqZITKpQ,,,,,,,,,,
248,youtube,@delimiroorozc,https://www.youtube.com//shorts/mIFH7TxZSp4,9,1,621,2025/3/15,mIFH7TxZSp4,,,,,,,,,,
249,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/wwlMA53Gsu0,9,0,621,2025/1/23,wwlMA53Gsu0,,,,,,,,,,
250,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/1v-pXGBkfIo,2,0,615,2025/2/7,1v-pXGBkfIo,,,,,,,,,,
251,youtube,@delimiroorozc,https://www.youtube.com//shorts/lEZ9sb505yY,9,0,607,2025/1/25,lEZ9sb505yY,,,,,,,,,,
252,youtube,@myintgotsu,https://www.youtube.com//shorts/5JWgtbdgmH0,15,0,606,2025/2/3,5JWgtbdgmH0,,,,,,,,,,
253,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/vnZdoGxjnVg,9,0,604,2025/3/28,vnZdoGxjnVg,,,,,,,,,,
254,youtube,@myintgotsu,https://www.youtube.com//shorts/c3m5NzHPTdU,8,0,603,2025/2/22,c3m5NzHPTdU,,,,,,,,,,
255,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/UNDhlMDWAss,7,0,576,2025/2/19,UNDhlMDWAss,,,,,,,,,,
256,youtube,@myintgotsu,https://www.youtube.com//shorts/zZl_oQM6VEQ,18,0,569,2025/3/22,zZl_oQM6VEQ,,,,,,,,,,
257,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/YblIRhxy0WE,4,0,566,2025/3/30,YblIRhxy0WE,,,,,,,,,,
258,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/l3kIFMQohCw,9,0,565,2025/2/1,l3kIFMQohCw,,,,,,,,,,
259,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/2nU7A9QvMJw,3,0,561,2025/2/26,2nU7A9QvMJw,,,,,,,,,,
260,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/Z0e8r0lqZvY,9,0,561,2025/2/23,Z0e8r0lqZvY,,,,,,,,,,
261,youtube,@delimiroorozc,https://www.youtube.com//shorts/yc4OQKOR-2g,12,0,556,2025/2/20,yc4OQKOR-2g,,,,,,,,,,
262,youtube,@delimiroorozc,https://www.youtube.com//shorts/um6_UO6G6Gs,9,0,556,2025/2/18,um6_UO6G6Gs,,,,,,,,,,
263,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/uh6cHEeTdYg,6,0,553,2025/3/4,uh6cHEeTdYg,,,,,,,,,,
264,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/LSmkOz3Gfi0,12,0,547,2025/3/8,LSmkOz3Gfi0,,,,,,,,,,
265,youtube,@delimiroorozc,https://www.youtube.com//shorts/CC3wQf38Jg8,5,0,542,2025/2/15,CC3wQf38Jg8,,,,,,,,,,
266,youtube,@myintgotsu,https://www.youtube.com//shorts/BbiWDOwlnIA,4,0,541,2025/2/12,BbiWDOwlnIA,,,,,,,,,,
267,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/ntMaD0z5QgU,11,0,539,2025/2/23,ntMaD0z5QgU,,,,,,,,,,
268,youtube,@myintgotsu,https://www.youtube.com//shorts/mVplzgacrBg,7,0,536,2025/3/15,mVplzgacrBg,,,,,,,,,,
269,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/eh3_Mp3etg0,9,0,535,2025/3/28,eh3_Mp3etg0,,,,,,,,,,
270,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/8PRlcBa_90I,4,0,531,2025/4/7,8PRlcBa_90I,,,,,,,,,,
271,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/6QIdh9lPolY,7,0,525,2025/2/5,6QIdh9lPolY,,,,,,,,,,
272,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/is_R9a3EtBY,7,0,521,2025/2/13,is_R9a3EtBY,,,,,,,,,,
273,youtube,@myintgotsu,https://www.youtube.com//shorts/5qCwCgTCUGE,8,0,518,2025/3/28,5qCwCgTCUGE,,,,,,,,,,
274,youtube,@myintgotsu,https://www.youtube.com//shorts/vK17rg4MGzY,2,0,518,2025/2/7,vK17rg4MGzY,,,,,,,,,,
275,youtube,@delimiroorozc,https://www.youtube.com//shorts/xA1mpkiaDSI,6,0,518,2025/2/5,xA1mpkiaDSI,,,,,,,,,,
276,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/_29C5Y0cskA,17,0,515,2025/3/24,_29C5Y0cskA,,,,,,,,,,
277,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/NMm3fB3zOmg,5,0,504,2025/3/6,NMm3fB3zOmg,,,,,,,,,,
278,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/TENc71lxZS4,4,1,500,2025/2/21,TENc71lxZS4,,,,,,,,,,
279,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/7qrVwEKGZNI,6,0,499,2025/2/17,7qrVwEKGZNI,,,,,,,,,,
280,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/ofs4P3PLwgY,5,0,493,2025/3/6,ofs4P3PLwgY,,,,,,,,,,
281,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/veiy0mLFJbM,6,0,490,2025/3/9,veiy0mLFJbM,,,,,,,,,,
282,youtube,@myintgotsu,https://www.youtube.com//shorts/eO603iRsCAw,4,0,490,2025/2/18,eO603iRsCAw,,,,,,,,,,
283,youtube,@myintgotsu,https://www.youtube.com//shorts/jJR47Hk78D4,4,0,489,2025/2/23,jJR47Hk78D4,,,,,,,,,,
284,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/JsTZB8c6hXM,4,0,489,2025/2/11,JsTZB8c6hXM,,,,,,,,,,
285,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/raCvdTe_8IE,21,1,483,2025/2/8,raCvdTe_8IE,,,,,,,,,,
286,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/IwzSasN4BvU,8,0,482,2025/2/22,IwzSasN4BvU,,,,,,,,,,
287,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/Pjx7U_-556w,11,0,481,2025/3/6,Pjx7U_-556w,,,,,,,,,,
288,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/srMJ5RIZa48,3,0,476,2025/2/12,srMJ5RIZa48,,,,,,,,,,
289,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/XwTva51Mjlk,3,0,472,2025/3/2,XwTva51Mjlk,,,,,,,,,,
290,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/QoOKnmNRjQg,8,0,466,2025/2/19,QoOKnmNRjQg,,,,,,,,,,
291,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/8GEgGpIypS4,7,0,464,2025/2/12,8GEgGpIypS4,,,,,,,,,,
292,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/bXn8888u7QI,5,0,462,2025/2/14,bXn8888u7QI,,,,,,,,,,
293,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/evGQrJ2pbpo,8,0,454,2025/3/17,evGQrJ2pbpo,,,,,,,,,,
294,youtube,@delimiroorozc,https://www.youtube.com//shorts/pt34d0Vc9qI,5,0,453,2025/2/17,pt34d0Vc9qI,,,,,,,,,,
295,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/uOYr4WLBea8,5,0,449,2025/3/17,uOYr4WLBea8,,,,,,,,,,
296,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/iTE-CdcVzWI,11,0,449,2025/2/21,iTE-CdcVzWI,,,,,,,,,,
297,youtube,@myintgotsu,https://www.youtube.com//shorts/SSZu_xbyajk,8,0,445,2025/2/12,SSZu_xbyajk,,,,,,,,,,
298,youtube,@myintgotsu,https://www.youtube.com//shorts/6Y3DRXjT2ns,7,0,444,2025/2/23,6Y3DRXjT2ns,,,,,,,,,,
299,youtube,@myintgotsu,https://www.youtube.com//shorts/bJbPtn8O7xA,5,0,439,2025/2/17,bJbPtn8O7xA,,,,,,,,,,
300,youtube,@delimiroorozc,https://www.youtube.com//shorts/a79D0-2bZa8,4,2,436,2025/2/14,a79D0-2bZa8,,,,,,,,,,
301,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/9R-qGPREn3w,8,0,435,2025/2/7,9R-qGPREn3w,,,,,,,,,,
302,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/QzoD7KvUdHI,5,0,434,2025/2/25,QzoD7KvUdHI,,,,,,,,,,
303,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/U58Q7jlq4P0,4,0,432,2025/2/8,U58Q7jlq4P0,,,,,,,,,,
304,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/nM-36V0mdu8,1,0,430,2025/2/16,nM-36V0mdu8,,,,,,,,,,
305,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/KYafkgmuUgA,10,0,429,2025/2/21,KYafkgmuUgA,,,,,,,,,,
306,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/ZV2xsemqJ4g,7,0,425,2025/2/21,ZV2xsemqJ4g,,,,,,,,,,
307,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/Iy5NtP7sx_4,13,0,416,2025/3/3,Iy5NtP7sx_4,,,,,,,,,,
308,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/Zjrsj-AXYBY,7,0,411,2025/3/4,Zjrsj-AXYBY,,,,,,,,,,
309,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/zeXnRIgt_AM,7,0,324,2025/4/2,zeXnRIgt_AM,,,,,,,,,,
310,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/BB4UZsYD-8A,4,0,322,2025/2/15,BB4UZsYD-8A,,,,,,,,,,
311,youtube,@delimiroorozc,https://www.youtube.com//shorts/viXrEu0pH2I,1,0,273,2025/3/10,viXrEu0pH2I,,,,,,,,,,
312,youtube,@delimiroorozc,https://www.youtube.com//shorts/Y0JRSC3UX08,9,0,225,2025/3/24,Y0JRSC3UX08,,,,,,,,,,
313,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/NERPclEPUV4,11,0,219,2025/3/10,NERPclEPUV4,,,,,,,,,,
314,youtube,@myintgotsu,https://www.youtube.com//shorts/DigORvwXQx8,3,0,199,2025/2/15,DigORvwXQx8,,,,,,,,,,
315,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/EfzWWTe0DZA,9,0,192,2025/3/11,EfzWWTe0DZA,,,,,,,,,,
316,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/ldveJlIBc8I,2,0,129,2025/4/4,ldveJlIBc8I,,,,,,,,,,
317,youtube,@myintgotsu,https://www.youtube.com//shorts/jKD-V1BCNfE,8,0,126,2025/3/24,jKD-V1BCNfE,,,,,,,,,,
318,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/V38U0xqoCeI,2,0,118,2025/4/1,V38U0xqoCeI,,,,,,,,,,
319,youtube,@myintgotsu,https://www.youtube.com//shorts/9Mldfhf5D0g,7,0,67,2025/4/13,9Mldfhf5D0g,,,,,,,,,,
320,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/vW3U6yExXFU,7,0,61,2025/3/24,vW3U6yExXFU,,,,,,,,,,
321,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/fPu6URdXyxU,2,0,54,2025/2/20,fPu6URdXyxU,,,,,,,,,,
322,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/3zsEH4Y5BVs,1,0,52,2025/1/28,3zsEH4Y5BVs,,,,,,,,,,
323,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/JW4OJYHuKKg,7,0,46,2025/3/13,JW4OJYHuKKg,,,,,,,,,,
324,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/iNuDUrhukU0,1,0,44,2025/4/9,iNuDUrhukU0,,,,,,,,,,
325,youtube,@delimiroorozc,https://www.youtube.com//shorts/-zX9xtkH8OM,7,0,44,2025/3/28,-zX9xtkH8OM,,,,,,,,,,
326,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/VNDZCevEwCs,7,0,43,2025/4/7,VNDZCevEwCs,,,,,,,,,,
327,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/iC4cblMv5Go,7,0,19,2025/4/7,iC4cblMv5Go,,,,,,,,,,
328,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/XFb9EOWXR8E,7,0,11,2025/3/24,XFb9EOWXR8E,,,,,,,,,,
329,youtube,@davidmedeiros-f6g,https://www.youtube.com//shorts/UzlvAnZSKJI,7,0,5,2025/4/7,UzlvAnZSKJI,,,,,,,,,,
330,youtube,@delimiroorozc,https://www.youtube.com//shorts/HQk7Wwb1k2M,7,0,4,2025/4/13,HQk7Wwb1k2M,,,,,,,,,,
331,youtube,@bigteddybearskitina,https://www.youtube.com//shorts/lLyJyokvmAQ,7,0,1,2025/4/13,lLyJyokvmAQ,,,,,,,,,,
332,youtube,@stephaniewarner-e1y,https://www.youtube.com//shorts/ChFnq4Ct584,1,0,1,2025/3/17,ChFnq4Ct584,,,,,,,,,,
