No.,channel,selfkoc_account,selfkoc_post_url,Likes,Comments,shares,Views,selfkoc_post_date,,selfkoc_video_id
32,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7470551251650923822,58,3,3,"3,154",2025/2/12,,7470551251650923822
33,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7485397120170626350,4,0,1,"3,052",2025/3/24,,7485397120170626350
34,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7481281304378707246,5,0,0,"3,049",2025/3/13,,7481281304378707246
35,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7466138811995655470,3,0,0,"2,810",2025/2/1,,7466138811995655470
36,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7467936496952085803,5,0,0,"2,691",2025/2/5,,7467936496952085803
37,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7478883517250784555,26,2,1,"2,646",2025/3/7,,7478883517250784555
38,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7479865833758493994,28,2,4,"2,555",2025/3/10,,7479865833758493994
39,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7486532452953984299,4,0,0,"2,539",2025/3/28,,7486532452953984299
40,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7475366670962281774,28,0,2,"2,523",2025/2/25,,7475366670962281774
41,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7473558011101941038,7,0,0,"2,510",2025/2/21,,7473558011101941038
42,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7488377672867859743,24,1,3,"2,467",2025/4/2,,7488377672867859743
43,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7480569771701013806,20,0,0,"2,465",2025/3/11,,7480569771701013806
44,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7490239802013584686,34,0,1,"2,400",2025/4/7,,7490239802013584686
45,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7482438018872266030,15,1,1,"2,381",2025/3/17,,7482438018872266030
46,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7478884258673708331,25,0,0,"2,374",2025/3/7,,7478884258673708331
47,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7480130966883798314,23,0,2,"2,336",2025/3/10,,7480130966883798314
48,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7470164914653367598,4,0,0,"2,301",2025/2/11,,7470164914653367598
49,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7473133972315458862,4,0,0,"2,281",2025/2/19,,7473133972315458862
50,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7491686528670764331,16,0,1,"2,189",2025/4/10,,7491686528670764331
51,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7483918152733052202,27,0,0,"2,128",2025/3/20,,7483918152733052202
52,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7482601528398794027,2,0,0,"2,099",2025/3/17,,7482601528398794027
53,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7478339628756372778,25,2,0,"2,086",2025/3/5,,7478339628756372778
54,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7475740558812630318,2,0,0,"2,078",2025/2/26,,7475740558812630318
55,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7488011434350153006,17,0,1,"2,024",2025/4/1,,7488011434350153006
56,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7479313204993215790,22,0,0,"2,019",2025/3/8,,7479313204993215790
57,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7476428305735142702,16,0,0,"1,977",2025/2/28,,7476428305735142702
58,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7472023520130813230,19,0,1,"1,976",2025/2/16,,7472023520130813230
59,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7483550504207945006,10,1,1,"1,968",2025/3/19,,7483550504207945006
60,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7480569826998488366,25,0,3,"1,955",2025/3/11,,7480569826998488366
61,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7482726360935353646,8,0,1,"1,917",2025/3/17,,7482726360935353646
62,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7484297211338165546,12,1,1,"1,898",2025/3/22,,7484297211338165546
63,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7478883608153820458,23,0,0,"1,887",2025/3/7,,7478883608153820458
64,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7473174801335487790,2,0,1,"1,871",2025/2/21,,7473174801335487790
65,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7473099535171063086,44,3,2,"1,869",2025/2/19,,7473099535171063086
66,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7492442953244331307,19,1,2,"1,852",2025/4/12,,7492442953244331307
67,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7476118657890897198,18,0,0,"1,818",2025/2/27,,7476118657890897198
68,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7476415518375824686,15,0,0,"1,793",2025/2/28,,7476415518375824686
69,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7482038950580833578,21,0,5,"1,774",2025/3/15,,7482038950580833578
70,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7486878156968922414,14,0,0,"1,765",2025/3/28,,7486878156968922414
71,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7483189730058849578,17,0,0,"1,763",2025/3/19,,7483189730058849578
72,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7489433290252864814,10,2,1,"1,750",2025/4/5,,7489433290252864814
73,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7491368053536541998,43,0,0,"1,746",2025/4/10,,7491368053536541998
74,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7467583782330289454,38,0,0,"1,736",2025/2/4,,7467583782330289454
75,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7489443230375808302,44,0,2,"1,726",2025/4/5,,7489443230375808302
76,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7491350697242381599,12,0,0,"1,717",2025/4/10,,7491350697242381599
77,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7477962465838615854,24,0,1,"1,703",2025/3/4,,7477962465838615854
78,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7488380035435564334,11,0,2,"1,701",2025/4/2,,7488380035435564334
79,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7488743041751289134,10,0,1,"1,696",2025/4/3,,7488743041751289134
80,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7485397066169126190,28,0,2,"1,691",2025/3/24,,7485397066169126190
81,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7482260979171003690,2,0,0,"1,679",2025/3/16,,7482260979171003690
82,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7478320758628928810,19,0,3,"1,676",2025/3/5,,7478320758628928810
83,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7469457400551050539,32,1,3,"1,653",2025/2/10,,7469457400551050539
84,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7479094665896021291,6,0,0,"1,652",2025/3/7,,7479094665896021291
85,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7476118651041549610,17,0,1,"1,651",2025/2/27,,7476118651041549610
86,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7488377633244302634,34,2,0,"1,649",2025/4/2,,7488377633244302634
87,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7476282818876804394,16,0,0,"1,643",2025/2/28,,7476282818876804394
88,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7478697789174582571,14,0,1,"1,640",2025/3/6,,7478697789174582571
89,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7462753052177747246,24,2,4,"1,618",2025/1/22,,7462753052177747246
90,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7492474661205298478,10,0,0,"1,605",2025/4/13,,7492474661205298478
91,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7471678123105422635,27,0,0,"1,592",2025/2/16,,7471678123105422635
92,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7472955482328567086,1,0,0,"1,589",2025/2/19,,7472955482328567086
93,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7477523321819630890,2,0,0,"1,587",2025/3/3,,7477523321819630890
94,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7488743712831491374,8,0,0,"1,585",2025/4/3,,7488743712831491374
95,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7488386238248996142,20,1,0,"1,573",2025/4/2,,7488386238248996142
96,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7479814729696054574,18,1,2,"1,557",2025/3/9,,7479814729696054574
97,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7490239817691761963,29,0,0,"1,556",2025/4/7,,7490239817691761963
98,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7491368039661751598,4,0,1,"1,551",2025/4/10,,7491368039661751598
99,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7488377684095946027,13,0,3,"1,543",2025/4/2,,7488377684095946027
100,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7483934543209106730,16,0,0,"1,531",2025/3/21,,7483934543209106730
101,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7470931889583295790,23,0,0,"1,531",2025/2/13,,7470931889583295790
102,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7477523712535743786,17,1,1,"1,529",2025/3/4,,7477523712535743786
103,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7485777123018296618,44,3,2,"1,522",2025/3/25,,7485777123018296618
104,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7485032851688262955,15,0,2,"1,518",2025/3/23,,7485032851688262955
105,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7482726424193961262,13,0,0,"1,507",2025/3/17,,7482726424193961262
106,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7480541919148313902,19,0,0,"1,507",2025/3/11,,7480541919148313902
107,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7491686521330847006,29,1,1,"1,502",2025/4/10,,7491686521330847006
108,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7477223654686821678,20,2,1,"1,495",2025/3/2,,7477223654686821678
109,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7488030683235978539,41,0,1,"1,485",2025/4/1,,7488030683235978539
110,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7491350676216253738,9,0,0,"1,460",2025/4/10,,7491350676216253738
111,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7489483153963306286,23,1,0,"1,445",2025/4/5,,7489483153963306286
112,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7483934531708341546,11,0,1,"1,440",2025/3/21,,7483934531708341546
113,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7480940677883546922,11,0,0,"1,436",2025/3/12,,7480940677883546922
114,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7481274290948640042,1,0,0,"1,427",2025/3/13,,7481274290948640042
115,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7488748011430939950,25,0,1,"1,421",2025/4/3,,7488748011430939950
116,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7477963157818936622,16,0,0,"1,418",2025/3/4,,7477963157818936622
117,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7491350737759325482,20,0,0,"1,414",2025/4/10,,7491350737759325482
118,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7488030567808797998,12,0,0,"1,411",2025/4/1,,7488030567808797998
119,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7480940643985100078,11,0,2,"1,407",2025/3/12,,7480940643985100078
120,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7473870810055232810,3,0,1,"1,406",2025/2/21,,7473870810055232810
121,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7475394670487424298,4,0,0,"1,397",2025/2/26,,7475394670487424298
122,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7490972762547277098,52,0,5,"1,389",2025/4/9,,7490972762547277098
123,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7481629754911722795,20,0,0,"1,385",2025/3/14,,7481629754911722795
124,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7488386166899674411,19,0,0,"1,376",2025/4/2,,7488386166899674411
125,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7476893319369329966,19,0,0,"1,375",2025/3/3,,7476893319369329966
126,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7488380071452052782,35,0,1,"1,374",2025/4/2,,7488380071452052782
127,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7484297672648871214,21,1,1,"1,368",2025/3/22,,7484297672648871214
128,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7478884330773712171,13,0,1,"1,367",2025/3/7,,7478884330773712171
129,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7480130985213005102,8,0,0,"1,360",2025/3/10,,7480130985213005102
130,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7488747965717155115,14,0,0,"1,358",2025/4/3,,7488747965717155115
131,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7476113745228369195,15,0,1,"1,357",2025/2/27,,7476113745228369195
132,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7488014254621117742,31,0,1,"1,346",2025/4/1,,7488014254621117742
133,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7473502013238611242,21,1,0,"1,344",2025/2/20,,7473502013238611242
134,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7479477086391110958,16,0,0,"1,339",2025/3/9,,7479477086391110958
135,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7489483277137382687,25,0,1,"1,334",2025/4/5,,7489483277137382687
136,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7480541926505123118,3,0,0,"1,332",2025/3/11,,7480541926505123118
137,tiktok,#VALUE!,https://www.tiktok.com/@orozcde/photo/7469991350247673130,10,0,0,"1,325",2025/2/11,,#VALUE!
138,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7480945347078950190,13,0,0,"1,324",2025/3/12,,7480945347078950190
139,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7479814722808827179,36,0,1,"1,319",2025/3/9,,7479814722808827179
140,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7482260837814537514,23,0,1,"1,314",2025/3/16,,7482260837814537514
141,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7477970400438209835,10,0,0,"1,313",2025/3/4,,7477970400438209835
142,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7490223062282030378,31,0,0,"1,308",2025/4/7,,7490223062282030378
143,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7484874731464838446,7,0,0,"1,308",2025/3/23,,7484874731464838446
144,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7482726514568777006,8,3,0,"1,307",2025/3/17,,7482726514568777006
145,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7483918131463818538,24,0,2,"1,301",2025/3/20,,7483918131463818538
146,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7484874812565818667,10,0,1,"1,299",2025/3/23,,7484874812565818667
147,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7489835866949455134,18,1,1,"1,291",2025/4/6,,7489835866949455134
148,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7488383081280294175,25,0,0,"1,286",2025/4/2,,7488383081280294175
149,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7479456644699835694,11,0,1,"1,261",2025/3/8,,7479456644699835694
150,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7488739108882484526,19,0,2,"1,255",2025/4/3,,7488739108882484526
151,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7488739075302706462,8,0,0,"1,245",2025/4/3,,7488739075302706462
152,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7480135635429477678,9,0,0,"1,237",2025/3/10,,7480135635429477678
153,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7473178320285273390,30,0,2,"1,232",2025/2/20,,7473178320285273390
154,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7483550239467752750,13,0,1,"1,230",2025/3/19,,7483550239467752750
155,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7486328343348972831,24,1,1,"1,229",2025/3/27,,7486328343348972831
156,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7477948607681908011,12,0,0,"1,229",2025/3/4,,7477948607681908011
157,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7487599025621929246,42,0,2,"1,228",2025/3/30,,7487599025621929246
158,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7481629543003114798,18,0,2,"1,221",2025/3/14,,7481629543003114798
159,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7471289617820585262,20,0,1,"1,216",2025/2/14,,7471289617820585262
160,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7490521594821954859,31,0,1,"1,215",2025/4/7,,7490521594821954859
161,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7479456648264699182,15,1,0,"1,211",2025/3/8,,7479456648264699182
162,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7476893319247858990,16,0,1,"1,210",2025/3/2,,7476893319247858990
163,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7487601394417995054,38,0,0,"1,207",2025/3/30,,7487601394417995054
164,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7485396921264147755,31,0,1,"1,206",2025/3/24,,7485396921264147755
165,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7488011494949489951,31,0,3,"1,202",2025/4/1,,7488011494949489951
166,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7469742471480692014,32,1,3,"1,197",2025/4/1,,7469742471480692014
167,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7468688935728778539,61,1,6,"1,190",2025/2/7,,7468688935728778539
168,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7477243507955109166,19,0,0,"1,189",2025/2/7,,7477243507955109166
169,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7466138479374683438,25,1,0,"1,188",2025/2/1,,7466138479374683438
170,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7479814808636837163,25,2,1,"1,187",2025/3/9,,7479814808636837163
171,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7473899431117507882,29,0,0,"1,187",2025/2/21,,7473899431117507882
172,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7490595612426177838,31,0,1,"1,186",2025/4/8,,7490595612426177838
173,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7488386178387938606,32,0,0,"1,176",2025/4/2,,7488386178387938606
174,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7492442944704662814,20,1,3,"1,173",2025/4/12,,7492442944704662814
175,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7489433390026886446,43,0,0,"1,172",2025/4/5,,7489433390026886446
176,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7480940718706674990,3,0,1,"1,170",2025/3/12,,7480940718706674990
177,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7477243654772395310,18,0,0,"1,168",2025/3/3,,7477243654772395310
178,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7486534190679330090,34,0,0,"1,164",2025/3/28,,7486534190679330090
179,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7487598827160014126,25,0,1,"1,160",2025/3/30,,7487598827160014126
180,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7481281355574234414,16,0,0,"1,159",2025/3/13,,7481281355574234414
181,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7487620433743809835,38,0,2,"1,154",2025/3/30,,7487620433743809835
182,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7483918391930064171,11,0,1,"1,141",2025/3/20,,7483918391930064171
183,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7472773556418448686,4,0,0,"1,141",2025/2/18,,7472773556418448686
184,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7478697732346039594,15,1,1,"1,140",2025/3/6,,7478697732346039594
185,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7470164926569434410,15,0,2,"1,135",2025/2/11,,7470164926569434410
186,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7480130968330849582,7,0,1,"1,131",2025/3/10,,7480130968330849582
187,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7475376640802147630,28,0,2,"1,131",2025/2/25,,7475376640802147630
188,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7488743692870733086,28,0,0,"1,128",2025/4/3,,7488743692870733086
189,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7464248473802509610,35,2,1,"1,127",2025/1/26,,7464248473802509610
190,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7476428231214763310,7,0,0,"1,123",2025/2/28,,7476428231214763310
191,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7475366567333727534,20,0,0,"1,118",2025/2/25,,7475366567333727534
192,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7488743068284308782,11,0,2,"1,117",2025/4/3,,7488743068284308782
193,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7491700843163520299,12,0,2,"1,115",2025/4/11,,7491700843163520299
194,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7462753136793455918,29,1,2,"1,112",2025/1/22,,7462753136793455918
195,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7483524798459415850,21,0,0,"1,103",2025/3/19,,7483524798459415850
196,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7474612289467960618,33,0,0,"1,103",2025/2/23,,7474612289467960618
197,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7482039305423064366,6,0,0,"1,101",2025/3/15,,7482039305423064366
198,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7480372041976122670,18,0,0,"1,099",2025/3/11,,7480372041976122670
199,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7480541795043069226,11,0,1,"1,099",2025/3/11,,7480541795043069226
200,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7467885717495205166,48,0,2,"1,098",2025/2/5,,7467885717495205166
201,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7479865850812517675,18,1,1,"1,097",2025/3/10,,7479865850812517675
202,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7463064820926172462,49,0,10,"1,094",2025/1/23,,7463064820926172462
203,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7489443289981046059,18,0,0,"1,084",2025/4/5,,7489443289981046059
204,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7485019787232300334,52,0,1,"1,084",2025/3/23,,7485019787232300334
205,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7466481177201888558,55,1,4,"1,082",2025/2/2,,7466481177201888558
206,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7491686499583298862,24,0,1,"1,081",2025/4/10,,7491686499583298862
207,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7485776963383086379,5,0,0,"1,074",2025/3/25,,7485776963383086379
208,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7486504009528921386,10,0,1,"1,071",2025/3/27,,7486504009528921386
209,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7474936975670119722,11,1,1,"1,069",2025/2/24,,7474936975670119722
210,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7480569683004116270,13,0,1,"1,065",2025/3/11,,7480569683004116270
211,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7477523359295704362,8,0,1,"1,062",2025/3/3,,7477523359295704362
212,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7482416781982911790,7,0,1,"1,060",2025/3/16,,7482416781982911790
213,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7477523638774844718,8,1,1,"1,057",2025/3/3,,7477523638774844718
214,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7480135592983186734,20,0,1,"1,051",2025/3/10,,7480135592983186734
215,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7481629589341719854,4,0,0,"1,050",2025/3/14,,7481629589341719854
216,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7491368027271810346,46,0,1,"1,048",2025/4/10,,7491368027271810346
217,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7488383043850341675,20,0,0,"1,048",2025/4/2,,7488383043850341675
218,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7483524039533677867,17,1,1,"1,048",2025/3/19,,7483524039533677867
219,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7463064524594269486,34,1,1,"1,046",2025/1/23,,7463064524594269486
220,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7488380163638496555,71,1,3,"1,043",2025/4/2,,7488380163638496555
221,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7488018730153282862,0,0,0,"1,043",2025/4/1,,7488018730153282862
222,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7475718176425135402,22,1,2,"1,041",2025/2/26,,7475718176425135402
223,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7488743733597523246,11,0,0,"1,040",2025/4/3,,7488743733597523246
224,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7474135000556850475,16,0,1,"1,039",2025/2/22,,7474135000556850475
225,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7463065594196266283,21,0,0,"1,039",2025/1/23,,7463065594196266283
226,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7477948593597566254,3,0,0,"1,031",2025/3/4,,7477948593597566254
227,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7477970398836002091,7,0,1,"1,030",2025/3/4,,7477970398836002091
228,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7477970413868289322,9,1,0,"1,027",2025/3/4,,7477970413868289322
229,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7478320720397929774,7,0,0,"1,023",2025/3/5,,7478320720397929774
